"","cntry","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16"
"8600","DE",10,10,10,5,6,8,10,10,8,6,4,10,8,10,8,9
"8601","DE",9,9,9,7,7,8,8,9,7,7,9,7,9,7,7,8
"8602","DE",3,3,3,2,1,3,0,10,2,1,3,1,2,8,5,5
"8603","DE",1,2,3,0,0,3,4,9,3,0,3,5,2,5,5,3
"8604","DE",8,9,9,7,7,7,7,7,3,4,8,3,5,5,8,6
"8605","DE",5,10,7,5,4,5,7,10,5,8,10,4,5,10,8,6
"8606","DE",5,9,7,5,5,5,4,8,4,5,8,2,7,9,8,5
"8607","DE",2,9,10,0,3,0,3,7,8,1,5,5,5,5,5,5
"8608","DE",2,8,8,0,1,2,4,7,2,0,2,2,8,3,2,2
"8609","DE",4,3,8,0,0,0,0,10,5,0,4,4,1,4,2,2
"8610","DE",5,8,9,4,4,7,3,9,7,3,6,5,7,8,7,6
"8611","DE",0,3,5,0,0,0,2,8,3,0,5,5,5,5,5,7
"8612","DE",10,10,8,8,9,10,9,9,4,7,9,5,8,6,6,5
"8613","DE",3,8,5,3,5,2,1,10,8,5,7,8,9,5,9,6
"8614","DE",5,6,6,4,3,5,5,7,5,5,5,3,4,7,8,5
"8615","DE",0,4,6,0,0,0,1,4,2,1,1,1,1,5,3,3
"8616","DE",6,4,8,6,4,4,6,3,2,3,7,0,1,10,8,4
"8617","DE",8,7,9,5,5,7,7,9,3,4,7,5,8,5,9,7
"8618","DE",1,0,0,0,0,0,4,5,5,4,0,7,8,10,10,10
"8619","DE",7,9,8,5,7,3,2,9,6,5,3,4,8,4,8,3
"8620","DE",0,5,8,0,0,0,0,9,0,0,3,3,0,0,0,0
"8621","DE",4,4,3,3,2,3,3,7,2,1,2,2,2,7,7,6
"8622","DE",3,7,8,2,2,3,2,8,4,1,4,3,4,8,4,5
"8623","DE",2,1,9,2,1,0,0,10,1,0,0,7,5,2,0,0
"8624","DE",5,6,8,5,5,5,4,10,7,6,6,7,7,3,2,3
"8625","DE",3,4,7,3,5,2,3,8,3,1,3,4,4,5,5,3
"8626","DE",5,8,7,2,1,3,7,8,1,1,3,5,3,3,8,4
"8627","DE",1,3,4,1,1,1,1,7,2,0,1,3,3,2,3,3
"8628","DE",0,6,6,0,0,3,3,5,0,0,0,3,3,5,5,2
"8629","DE",2,0,7,0,1,2,2,8,3,0,4,3,3,4,2,3
"8630","DE",6,8,9,6,6,6,7,9,5,5,6,5,7,8,5,5
"8631","DE",7,8,9,7,6,6,5,8,7,7,9,5,5,8,7,8
"8632","DE",5,2,2,5,5,2,5,8,4,2,6,8,5,3,3,2
"8633","DE",7,8,8,6,7,7,8,9,7,5,7,7,8,6,7,4
"8634","DE",5,5,8,3,2,3,3,10,0,0,5,5,5,5,5,5
"8635","DE",5,5,8,5,5,5,5,10,7,6,7,7,5,7,8,8
"8636","DE",8,9,9,6,6,6,6,10,8,5,8,8,6,6,7,5
"8637","DE",7,8,7,3,2,7,7,8,7,5,8,6,6,7,7,6
"8638","DE",5,7,6,5,5,2,2,7,5,5,7,3,5,5,5,5
"8639","DE",0,3,8,0,3,3,5,8,3,0,2,3,5,3,3,3
"8640","DE",5,10,10,4,3,5,4,9,6,3,8,4,3,1,6,5
"8641","DE",6,7,7,3,4,5,5,6,4,4,5,6,6,5,5,2
"8642","DE",0,0,4,2,2,3,1,7,7,3,3,5,5,0,0,2
"8643","DE",10,10,10,9,7,8,7,10,6,7,9,6,8,7,7,5
"8644","DE",3,5,7,3,3,3,4,8,4,3,7,7,5,3,6,4
"8645","DE",5,10,10,3,5,0,8,5,6,5,7,5,6,5,5,5
"8646","DE",3,7,8,3,3,1,5,10,7,4,8,2,8,2,1,4
"8647","DE",8,5,8,3,3,8,5,10,5,2,7,0,5,10,8,8
"8648","DE",6,6,5,4,5,6,6,8,4,4,8,2,7,6,7,5
"8649","DE",8,9,9,7,6,8,5,8,7,4,7,6,4,10,8,10
"8650","DE",5,6,8,5,5,5,7,10,5,6,7,6,6,6,8,7
"8651","DE",6,9,8,6,5,7,9,9,5,7,8,3,6,9,8,6
"8652","DE",10,10,9,8,8,8,9,9,7,4,8,7,8,8,8,8
"8653","DE",8,10,8,8,8,10,5,8,3,2,5,8,3,8,7,7
"8654","DE",10,8,9,9,7,6,6,8,7,6,8,7,9,7,7,6
"8655","DE",5,8,9,6,6,6,8,9,7,3,8,6,7,8,5,7
"8656","DE",8,9,9,5,5,6,6,10,7,8,8,5,2,10,10,10
"8657","DE",9,8,8,7,8,6,7,8,8,7,8,5,5,8,7,8
"8658","DE",6,8,5,3,3,3,4,7,3,2,3,2,4,5,3,3
"8659","DE",4,5,6,4,3,2,2,7,4,2,4,2,5,4,2,5
"8660","DE",7,10,10,5,5,3,8,10,4,6,9,0,4,3,4,0
"8661","DE",8,9,9,6,7,7,8,9,6,6,10,5,4,8,5,5
"8662","DE",5,6,7,4,5,5,6,7,5,5,6,7,6,5,5,6
"8663","DE",7,6,6,6,6,6,6,8,4,7,8,2,4,8,9,7
"8664","DE",2,7,8,2,3,3,4,8,5,2,9,3,6,1,9,2
"8665","DE",5,8,9,4,4,5,5,10,7,4,5,7,6,7,6,5
"8666","DE",5,5,7,2,4,1,3,9,3,1,6,1,2,3,4,4
"8667","DE",7,8,5,7,6,7,8,9,6,7,8,2,3,8,8,8
"8668","DE",7,8,9,6,6,5,5,7,4,5,3,3,4,4,6,5
"8669","DE",4,6,7,3,3,4,4,8,5,5,5,5,5,5,5,5
"8670","DE",0,1,5,0,0,0,0,5,0,0,0,2,1,2,0,0
"8671","DE",3,6,5,2,3,5,6,7,5,1,5,4,5,3,4,2
"8672","DE",8,9,9,5,5,6,6,7,4,6,7,6,5,7,8,8
"8673","DE",5,4,6,4,4,5,5,9,7,6,7,6,6,8,7,7
"8674","DE",5,6,7,4,3,3,4,9,3,2,5,3,3,7,4,4
"8675","DE",6,7,8,5,5,2,2,7,5,0,3,5,6,4,3,3
"8676","DE",5,5,5,4,4,4,5,2,3,4,5,8,8,5,5,5
"8677","DE",7,8,8,6,5,7,6,7,4,4,5,5,4,5,6,6
"8678","DE",4,2,0,3,3,3,3,6,4,0,6,4,4,10,10,10
"8679","DE",5,4,3,3,3,2,4,6,4,3,3,5,4,3,5,5
"8680","DE",8,9,9,8,7,7,6,9,7,4,6,7,6,7,5,7
"8681","DE",9,10,8,5,5,8,9,9,7,5,8,3,3,8,7,8
"8682","DE",1,2,3,1,1,3,3,7,2,2,3,2,3,3,4,3
"8683","DE",7,9,9,6,6,8,8,8,5,3,8,4,7,7,7,8
"8684","DE",4,7,8,2,2,2,2,8,3,3,2,2,2,7,7,5
"8685","DE",8,8,8,8,8,6,8,8,6,8,8,5,8,8,10,10
"8686","DE",8,10,9,5,3,2,3,10,8,6,9,6,7,9,7,8
"8687","DE",2,8,8,2,4,8,3,9,4,2,4,7,4,5,4,3
"8688","DE",1,3,2,0,1,5,6,3,2,3,2,2,2,3,2,2
"8689","DE",6,7,7,7,7,6,6,8,6,7,7,3,6,8,8,8
"8690","DE",4,8,9,2,3,5,4,7,3,0,0,2,0,3,7,3
"8691","DE",2,5,8,2,2,3,6,8,4,0,5,1,5,5,5,2
"8692","DE",6,5,5,3,4,6,7,8,1,2,7,2,6,7,10,7
"8693","DE",7,9,10,5,5,7,8,9,5,2,8,2,6,8,7,5
"8694","DE",7,6,4,5,3,5,5,6,4,5,6,3,7,7,6,5
"8695","DE",9,9,7,6,6,6,6,8,7,7,8,3,6,8,8,8
"8696","DE",7,8,9,8,8,5,7,10,0,7,8,8,10,0,0,2
"8697","DE",6,5,8,5,4,6,6,10,7,5,9,9,9,7,5,8
"8698","DE",5,8,8,3,5,4,4,7,3,3,5,4,7,5,4,4
"8699","DE",6,8,7,6,5,7,6,7,4,5,7,6,4,7,7,6
"8700","DE",8,9,10,4,5,6,6,9,8,3,3,2,3,8,5,5
"8701","DE",7,6,6,4,4,7,5,6,3,3,4,2,6,4,2,5
"8702","DE",6,8,8,5,5,4,3,10,7,4,8,5,7,10,10,9
"8703","DE",5,3,6,2,5,2,2,7,5,2,3,3,7,5,5,7
"8704","DE",8,8,10,8,8,5,5,8,2,9,8,0,3,5,8,5
"8705","DE",8,9,8,7,7,6,6,8,3,3,8,2,3,10,9,6
"8706","DE",9,10,8,7,5,8,10,10,8,9,9,7,8,7,10,8
"8707","DE",2,4,4,0,2,0,2,8,8,2,2,6,8,3,2,3
"8708","DE",2,2,8,2,2,2,6,9,8,3,6,7,8,5,3,3
"8709","DE",3,5,6,2,4,3,2,7,6,5,3,2,4,7,8,7
"8710","DE",5,6,5,5,6,7,7,8,5,8,8,2,5,7,8,7
"8711","DE",1,1,8,2,2,2,2,8,6,2,4,5,5,2,2,2
"8712","DE",0,0,0,0,0,1,1,5,0,0,0,3,1,5,10,10
"8713","DE",5,8,8,5,5,5,5,6,2,2,4,4,4,6,2,2
"8714","DE",0,0,4,0,0,0,0,7,0,0,0,3,3,2,1,0
"8715","DE",7,6,4,3,3,6,2,8,2,2,7,6,4,7,7,5
"8716","DE",4,2,0,3,5,5,6,9,2,5,7,2,9,4,6,8
"8717","DE",7,5,3,4,4,7,4,7,5,3,8,2,6,8,7,3
"8718","DE",8,7,7,4,6,6,7,7,5,6,8,4,3,4,6,6
"8719","DE",7,4,8,6,6,4,7,8,7,7,6,5,7,7,6,5
"8720","DE",6,5,7,4,4,2,3,8,8,1,3,4,7,6,6,6
"8721","DE",10,10,10,5,5,10,10,8,6,7,5,4,9,9,6,4
"8722","DE",5,10,8,1,1,0,2,5,0,1,0,0,4,1,0,0
"8723","DE",2,0,5,0,3,1,2,5,2,0,0,2,2,1,5,1
"8724","DE",3,7,7,2,4,3,3,5,3,3,2,1,5,3,4,3
"8725","DE",8,9,8,4,4,6,8,9,6,5,7,4,6,5,5,5
"8726","DE",8,10,10,5,5,10,8,9,9,6,10,0,8,10,7,10
"8727","DE",2,7,9,5,4,5,9,10,7,4,3,7,8,4,3,2
"8728","DE",8,9,9,7,9,10,9,10,8,10,9,10,9,9,8,10
"8729","DE",6,9,9,5,7,9,9,8,6,6,8,9,9,8,8,10
"8730","DE",10,9,9,7,5,6,4,10,8,6,5,3,5,10,7,6
"8731","DE",5,8,8,2,3,5,6,8,4,2,5,5,5,5,5,6
"8732","DE",3,4,6,1,3,2,6,8,5,2,2,0,6,2,4,1
"8733","DE",1,1,1,1,0,1,0,3,0,0,0,1,4,5,1,0
"8734","DE",3,5,4,2,2,3,4,6,5,1,4,1,4,6,5,5
"8735","DE",3,8,9,3,3,5,8,10,7,2,7,7,5,10,8,7
"8736","DE",8,8,8,6,6,5,5,8,6,5,8,5,7,5,5,3
"8737","DE",5,6,9,3,3,5,5,8,4,3,7,3,3,4,6,5
"8738","DE",8,8,10,7,5,6,5,10,9,2,10,3,6,8,8,5
"8739","DE",6,6,6,5,6,7,3,8,6,7,6,3,7,9,8,6
"8740","DE",7,8,4,6,6,8,7,8,6,5,7,4,4,8,8,5
"8741","DE",2,3,3,3,2,5,3,10,5,5,3,3,3,5,7,3
"8742","DE",6,8,10,5,5,4,5,8,4,5,5,4,4,6,5,4
"8743","DE",4,3,6,2,2,4,4,2,2,0,0,2,0,0,1,0
"8744","DE",1,2,5,1,3,5,2,3,7,5,5,8,5,3,7,4
"8745","DE",0,4,7,0,4,0,1,9,0,0,2,0,0,1,0,0
"8746","DE",0,6,3,0,0,0,5,9,2,0,4,2,5,5,5,5
"8747","DE",4,10,10,4,4,3,3,7,4,3,3,8,6,4,5,2
"8748","DE",2,3,7,3,3,3,3,7,5,3,3,2,3,5,6,5
"8749","DE",7,6,4,6,7,7,6,6,7,8,6,5,6,8,8,8
"8750","DE",3,6,7,2,2,4,4,8,5,3,3,2,4,2,4,2
"8751","DE",4,7,7,2,4,5,5,3,5,3,4,3,5,8,8,3
"8752","DE",8,6,5,8,5,7,5,8,8,8,9,5,6,10,10,10
"8753","DE",5,7,9,0,2,5,5,9,0,4,7,3,10,2,2,2
"8754","DE",2,6,8,2,2,2,1,9,2,2,1,3,1,7,9,8
"8755","DE",9,10,10,6,6,4,7,10,8,7,10,5,8,8,9,6
"8756","DE",8,10,10,2,2,2,2,10,7,2,2,2,7,10,3,3
"8757","DE",7,9,9,5,6,6,8,8,8,6,9,4,5,10,9,10
"8758","DE",4,5,5,3,3,3,4,5,3,3,3,5,5,4,4,4
"8759","DE",0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0
"8760","DE",0,8,8,0,0,2,5,6,0,2,5,4,2,5,5,4
"8761","DE",4,6,5,4,5,4,5,7,4,5,4,3,5,5,6,5
"8762","DE",10,10,10,9,8,8,8,10,8,4,9,8,8,8,8,6
"8763","DE",5,10,10,4,4,5,5,8,3,5,5,2,2,2,1,1
"8764","DE",8,8,8,6,4,5,7,9,6,7,8,3,7,7,5,6
"8765","DE",6,6,8,6,5,5,5,10,6,5,5,6,9,2,3,2
"8766","DE",5,6,9,5,5,7,7,7,5,5,5,5,8,5,5,5
"8767","DE",6,2,5,3,3,4,2,7,3,2,3,4,2,8,9,9
"8768","DE",1,7,7,5,5,8,8,9,9,4,5,3,3,10,6,8
"8769","DE",1,7,9,1,1,2,2,8,0,0,1,3,6,5,3,3
"8770","DE",0,3,6,1,1,1,6,10,2,0,4,2,7,5,6,4
"8771","DE",6,9,9,6,6,6,6,9,7,6,8,7,8,7,6,5
"8772","DE",4,6,6,6,6,5,5,9,7,7,8,2,2,3,3,4
"8773","DE",4,5,5,3,2,3,5,10,1,1,4,3,3,6,3,5
"8774","DE",2,8,9,2,0,0,4,7,3,3,8,6,6,9,8,10
"8775","DE",4,6,8,4,4,6,6,7,6,6,8,7,4,4,5,5
"8776","DE",4,4,5,5,3,3,5,8,8,4,6,2,2,5,5,6
"8777","DE",7,7,8,6,6,7,7,7,7,4,8,5,5,8,8,6
"8778","DE",7,7,8,5,5,8,8,7,8,8,7,6,7,8,4,4
"8779","DE",8,7,10,6,7,5,7,8,4,7,9,4,3,6,5,5
"8780","DE",3,4,5,2,2,3,5,5,3,4,2,1,5,3,5,2
"8781","DE",8,9,7,8,5,8,9,9,7,6,8,7,6,8,6,8
"8782","DE",5,8,8,3,4,7,7,7,5,2,3,3,1,7,9,8
"8783","DE",2,5,7,1,2,5,5,8,5,4,5,5,3,5,7,5
"8784","DE",6,8,9,6,7,8,8,9,7,6,7,6,7,7,7,7
"8785","DE",2,3,6,2,3,3,4,2,5,1,5,3,5,3,7,4
"8786","DE",6,7,5,4,2,3,6,8,3,3,3,2,3,4,8,7
"8787","DE",5,5,7,3,3,3,5,8,7,4,7,3,6,5,5,5
"8788","DE",10,10,10,5,5,4,6,8,7,10,9,10,6,7,8,7
"8789","DE",3,4,5,2,2,3,2,4,3,2,3,3,3,5,6,5
"8790","DE",6,7,7,5,6,5,7,9,6,6,8,7,6,8,5,7
"8791","DE",6,6,6,5,5,6,5,7,5,5,6,7,4,6,10,6
"8792","DE",10,10,10,9,8,8,8,10,7,3,7,5,7,8,9,5
"8793","DE",8,7,7,6,5,7,8,8,6,6,7,2,6,6,6,5
"8794","DE",7,9,9,2,5,3,7,10,4,1,7,5,5,10,7,6
"8795","DE",5,8,8,4,5,5,5,8,5,2,5,3,3,8,7,7
"8796","DE",9,8,9,7,4,7,8,9,7,6,8,6,3,10,8,8
"8797","DE",5,6,9,4,7,6,4,9,5,5,8,0,0,10,10,5
"8798","DE",2,10,10,2,2,1,1,8,3,0,1,3,2,8,3,2
"8799","DE",0,4,5,0,2,5,7,9,5,2,3,7,9,2,2,3
"8800","DE",3,9,10,1,3,1,2,10,3,1,7,4,7,2,5,2
"8801","DE",5,5,6,4,4,5,5,8,4,4,5,3,5,6,7,5
"8802","DE",6,8,9,3,4,6,5,8,6,5,7,4,4,7,7,7
"8803","DE",5,8,8,4,4,7,6,9,3,3,5,4,4,4,3,3
"8804","DE",6,4,4,2,4,6,7,10,7,3,3,4,4,7,7,5
"8805","DE",10,10,4,8,8,8,6,9,8,7,9,3,4,10,10,9
"8806","DE",7,6,4,4,2,4,5,8,6,5,8,2,3,7,9,9
"8807","DE",8,8,8,6,7,6,5,7,6,7,7,9,8,9,5,7
"8808","DE",4,7,7,4,3,5,5,8,4,4,6,2,5,3,6,5
"8809","DE",5,7,3,3,5,3,5,9,0,5,6,3,2,2,7,5
"8810","DE",6,6,8,5,5,5,5,8,4,6,6,4,5,6,3,5
"8811","DE",7,8,7,6,4,4,4,10,8,4,7,5,6,8,7,7
"8812","DE",10,10,9,8,8,9,9,8,9,5,10,7,9,3,4,10
"8813","DE",5,7,8,4,4,5,7,8,8,7,5,4,6,8,7,6
"8814","DE",3,9,10,3,4,3,2,8,4,1,7,3,3,5,5,5
"8815","DE",1,8,5,0,0,0,0,5,1,1,2,3,5,3,7,2
"8816","DE",7,7,8,7,7,8,7,9,7,6,8,5,6,5,5,5
"8817","DE",6,7,8,3,3,4,7,8,8,3,8,1,6,8,5,5
"8818","DE",2,8,8,3,2,2,4,8,4,2,5,5,4,5,0,3
"8819","DE",7,9,10,6,6,8,8,10,7,3,9,5,3,7,6,7
"8820","DE",2,2,3,4,4,4,5,5,3,3,5,3,5,8,7,7
"8821","DE",2,2,4,1,2,2,4,6,2,0,3,7,3,3,2,2
"8822","DE",8,7,9,7,7,5,5,8,7,4,8,4,2,9,7,8
"8823","DE",3,5,5,1,1,1,2,5,2,2,5,1,3,5,7,5
"8824","DE",10,9,9,8,9,8,7,8,4,3,4,3,5,3,4,5
"8825","DE",4,8,10,3,5,5,5,6,4,3,2,4,5,2,8,5
"8826","DE",5,7,10,3,3,3,5,8,4,6,7,2,6,6,2,4
"8827","DE",5,9,10,3,5,5,3,5,3,2,5,2,0,7,5,7
"8828","DE",4,4,5,4,4,4,5,9,6,6,7,8,6,4,5,5
"8829","DE",9,9,8,7,7,7,8,8,7,5,8,6,6,8,7,7
"8830","DE",7,7,2,7,8,8,8,6,5,5,2,6,8,2,6,8
"8831","DE",8,8,8,7,7,7,7,7,6,5,6,7,6,7,6,6
"8832","DE",3,6,7,2,2,1,5,8,4,2,4,3,4,5,6,4
"8833","DE",2,2,7,1,3,3,5,6,4,2,3,3,4,1,3,2
"8834","DE",3,1,7,1,1,3,4,10,5,3,3,0,7,4,1,1
"8835","DE",5,6,6,3,3,5,6,10,1,2,1,1,1,7,3,3
"8836","DE",7,9,7,5,3,8,10,8,7,3,8,5,6,9,5,8
"8837","DE",5,4,6,3,3,3,3,7,4,5,5,3,3,5,4,4
"8838","DE",8,9,6,5,7,9,8,9,7,7,9,7,8,9,9,8
"8839","DE",7,8,8,6,6,7,7,8,7,7,7,5,8,7,7,6
"8840","DE",2,4,6,0,1,1,1,5,2,0,1,2,5,2,2,5
"8841","DE",3,6,7,0,1,5,3,10,3,1,4,5,8,6,0,0
"8842","DE",0,5,3,0,0,0,0,5,2,1,0,1,1,6,8,5
"8843","DE",6,6,7,5,4,3,4,9,4,6,6,4,3,3,3,3
"8844","DE",5,7,9,4,4,7,7,8,4,4,5,6,7,7,10,7
"8845","DE",7,7,8,5,4,4,5,8,5,6,7,3,4,8,6,7
"8846","DE",7,8,5,5,5,5,3,6,2,2,6,4,5,5,6,6
"8847","DE",5,5,6,8,8,8,8,5,6,4,5,8,4,7,7,6
"8848","DE",3,5,8,5,3,2,5,10,4,4,2,2,5,7,3,3
"8849","DE",8,10,10,7,9,7,7,8,7,4,8,6,7,7,8,7
"8850","DE",2,0,7,3,1,4,3,10,0,0,0,0,3,8,4,2
"8851","DE",2,4,1,4,3,5,2,7,0,1,3,2,5,5,6,5
"8852","DE",5,8,7,6,6,6,7,8,6,4,6,7,8,9,10,7
"8853","DE",8,10,9,7,4,3,3,10,8,8,6,6,8,8,6,8
"8854","DE",7,9,8,7,7,7,7,9,7,7,7,4,6,5,6,6
"8855","DE",9,10,9,6,5,5,7,10,8,9,8,5,8,9,8,8
"8856","DE",0,5,5,0,0,0,0,2,1,0,0,0,1,5,5,3
"8857","DE",6,9,9,4,4,3,8,9,6,5,6,2,1,4,7,6
"8858","DE",7,8,7,5,5,7,7,3,3,4,6,10,8,7,8,8
"8859","DE",4,9,9,5,6,7,7,10,7,4,6,0,5,5,7,5
"8860","DE",8,9,9,7,7,9,9,9,9,8,9,8,9,7,8,8
"8861","DE",7,7,8,8,8,9,8,10,6,6,7,6,7,7,6,7
"8862","DE",8,9,9,5,7,8,6,8,4,3,7,4,6,7,7,4
"8863","DE",2,5,7,2,2,2,2,8,7,7,2,7,2,3,7,3
"8864","DE",8,10,9,8,6,6,6,10,5,6,7,4,7,5,6,5
"8865","DE",7,10,8,5,6,3,4,9,0,1,7,1,2,4,8,7
"8866","DE",6,8,7,7,6,7,5,8,6,7,8,4,7,7,8,6
"8867","DE",7,7,7,6,5,6,7,8,7,6,8,7,7,5,6,5
"8868","DE",3,3,6,4,4,5,7,9,2,2,7,3,5,3,1,3
"8869","DE",6,8,8,6,6,7,7,8,2,2,8,2,2,6,6,6
"8870","DE",6,8,8,3,4,4,6,7,4,3,4,8,4,8,5,4
"8871","DE",5,2,2,2,2,2,3,7,5,6,7,6,7,5,5,5
"8872","DE",8,8,8,5,7,7,8,5,5,4,7,6,7,7,7,7
"8873","DE",5,8,7,4,4,6,6,8,6,4,6,3,3,8,10,8
"8874","DE",2,3,4,1,2,1,4,9,4,2,6,2,3,7,5,5
"8875","DE",7,7,6,5,4,7,5,8,3,3,7,6,7,8,10,10
"8876","DE",7,5,8,6,5,7,8,10,8,7,8,2,6,8,4,7
"8877","DE",4,5,7,3,3,5,7,8,3,2,4,5,5,5,5,4
"8878","DE",7,8,7,4,4,4,3,9,6,4,7,5,3,3,5,3
"8879","DE",9,9,9,9,9,9,9,9,8,9,10,8,8,8,9,7
"8880","DE",5,8,9,6,5,7,8,8,5,5,7,4,3,4,5,5
"8881","DE",3,3,4,2,1,3,2,7,2,2,2,1,0,3,3,2
"8882","DE",8,9,10,6,6,5,8,10,6,6,9,8,5,8,8,8
"8883","DE",5,8,9,7,5,8,9,9,8,6,8,8,8,9,8,9
"8884","DE",10,10,9,10,8,10,10,10,8,10,10,2,8,10,10,5
"8885","DE",6,7,7,5,5,6,7,9,3,3,4,6,7,5,8,3
"8886","DE",1,5,8,1,1,1,1,10,4,2,5,5,2,9,9,5
"8887","DE",3,7,7,0,0,0,3,8,2,2,7,5,3,1,1,1
"8888","DE",9,10,10,5,8,10,10,9,9,6,8,10,8,7,6,9
"8889","DE",5,7,7,6,6,7,7,7,3,4,6,4,6,6,8,5
"8890","DE",3,5,5,2,2,6,7,9,4,3,4,3,8,7,7,5
"8891","DE",1,2,7,0,0,2,5,4,3,0,0,0,3,8,5,6
"8892","DE",2,8,8,2,3,4,7,7,3,1,7,5,9,5,4,5
"8893","DE",2,1,1,3,3,3,2,4,0,3,4,0,5,5,10,7
"8894","DE",3,6,9,2,3,4,3,7,3,1,4,5,3,7,4,4
"8895","DE",2,5,7,0,1,1,1,6,3,0,4,3,3,1,0,1
"8896","DE",9,10,9,7,5,10,10,8,7,8,7,9,8,7,10,8
"8897","DE",7,8,7,5,7,7,7,8,3,5,3,7,3,7,6,4
"8898","ES",4,2,5,4,3,5,7,7,5,5,5,4,4,5,6,7
"8899","ES",10,8,9,7,6,8,9,10,8,8,8,7,8,8,10,8
"8900","ES",6,7,7,5,5,6,5,6,3,5,7,5,2,7,8,7
"8901","ES",5,2,10,0,0,0,2,5,3,10,3,7,2,6,8,7
"8902","ES",0,2,2,0,0,0,2,4,1,0,0,2,3,3,5,4
"8903","ES",5,7,8,3,2,5,6,8,6,5,6,6,6,6,8,6
"8904","ES",0,5,5,0,0,0,1,3,0,0,0,5,2,5,8,5
"8905","ES",6,10,10,5,7,9,8,10,7,2,8,10,10,10,9,10
"8906","ES",6,7,7,5,5,6,6,6,7,6,6,6,7,6,7,7
"8907","ES",8,8,9,5,6,5,6,8,6,7,7,6,7,7,7,7
"8908","ES",4,3,5,6,7,7,5,8,7,5,4,7,4,10,10,10
"8909","ES",4,5,8,6,4,7,6,8,7,3,5,6,9,7,7,10
"8910","ES",7,7,8,7,7,6,6,5,5,5,5,7,7,6,6,5
"8911","ES",5,5,6,5,5,6,6,7,5,6,6,7,8,7,8,8
"8912","ES",4,4,6,2,2,3,3,8,5,2,7,3,5,3,5,4
"8913","ES",0,2,5,0,1,3,6,9,1,0,6,6,5,10,10,9
"8914","ES",1,7,10,0,0,0,0,9,7,7,8,0,8,8,7,8
"8915","ES",7,5,7,6,6,7,7,8,7,6,5,6,6,10,10,8
"8916","ES",5,7,7,5,5,5,6,9,6,6,6,3,3,4,3,3
"8917","ES",4,4,6,5,5,5,4,8,4,3,3,4,5,7,6,4
"8918","ES",6,8,8,5,4,7,7,7,5,6,6,8,6,8,9,6
"8919","ES",3,9,10,0,0,5,6,9,0,0,8,1,7,8,5,7
"8920","ES",4,3,6,2,2,5,5,8,4,5,6,2,6,3,2,2
"8921","ES",4,4,7,3,2,5,5,4,4,4,7,4,2,8,8,8
"8922","ES",6,7,8,1,2,6,6,8,6,3,3,7,8,6,8,5
"8923","ES",4,0,4,1,0,6,5,5,1,1,2,7,4,2,3,6
"8924","ES",5,7,8,6,6,8,8,10,5,7,8,8,10,10,10,10
"8925","ES",5,7,3,1,4,6,6,7,7,4,7,6,4,4,7,7
"8926","ES",7,3,6,0,0,1,6,9,2,0,3,0,1,0,0,5
"8927","ES",9,3,7,7,7,8,8,9,8,9,9,7,5,9,9,9
"8928","ES",2,2,4,0,0,2,1,7,6,5,5,5,6,6,6,6
"8929","ES",5,5,5,0,5,6,3,8,5,5,6,8,9,8,8,8
"8930","ES",0,2,3,0,0,5,2,6,5,3,3,1,0,5,5,1
"8931","ES",0,7,7,0,0,0,0,8,3,0,3,4,3,1,5,5
"8932","ES",7,6,5,4,5,7,2,7,6,6,5,7,7,8,9,7
"8933","ES",6,5,8,5,5,5,7,8,7,7,7,6,8,6,5,4
"8934","ES",7,9,8,5,5,8,8,10,6,7,7,8,7,9,5,5
"8935","ES",6,8,8,2,2,6,7,4,4,4,5,5,8,3,3,3
"8936","ES",2,5,8,2,2,5,5,8,6,2,5,6,7,8,8,8
"8937","ES",4,5,7,0,0,5,5,9,5,5,7,5,2,5,7,5
"8938","ES",3,5,7,2,0,2,2,8,7,5,4,4,6,7,7,8
"8939","ES",8,8,10,5,5,6,2,9,9,7,8,5,7,9,9,9
"8940","ES",5,5,8,0,0,7,7,9,3,1,0,5,7,2,4,3
"8941","ES",5,5,7,2,2,5,3,7,7,6,6,8,8,7,7,7
"8942","ES",5,7,10,3,3,4,6,7,4,4,5,4,7,4,5,6
"8943","ES",7,10,10,3,1,8,5,8,0,3,4,4,4,10,10,10
"8944","ES",4,7,8,1,1,4,6,7,3,0,4,5,5,7,6,5
"8945","ES",0,2,2,0,0,0,3,6,0,0,0,2,2,10,10,10
"8946","ES",2,6,6,0,0,5,7,8,0,0,0,6,6,10,9,6
"8947","ES",6,6,7,5,5,7,7,7,6,5,6,5,6,9,9,9
"8948","ES",5,6,7,0,1,1,1,9,5,2,1,2,6,6,3,5
"8949","ES",0,5,5,0,0,5,5,10,5,0,2,8,2,7,5,5
"8950","ES",6,6,6,5,5,6,6,6,4,5,4,5,4,7,8,8
"8951","ES",0,0,2,0,0,1,0,9,4,0,0,1,5,5,1,3
"8952","ES",6,6,9,5,5,6,6,8,3,5,3,9,9,4,4,7
"8953","ES",0,5,0,0,0,5,5,9,0,0,1,5,7,7,8,8
"8954","ES",5,5,5,0,0,6,8,7,5,4,5,4,6,4,4,3
"8955","ES",3,3,6,1,2,2,2,9,2,5,5,5,5,7,7,7
"8956","ES",6,7,8,2,2,5,6,7,6,5,7,3,6,7,6,5
